Number,Active,Activity due,Category,Subcategory,Knowledge,Configuration item,Company,Event Severity,Impact,Parent Incident,Priority,Severity,Alert,Assignment group,Channel,Domain,Location,Complexity,asset_id,Created,Description,Monitoring Based KB Article,Additional assignee list,Event Policy,Approval,Approval history,Approval set,Assigned to,Business duration,Performance
INC06125734,TRUE,UNKNOWN,Monitoring Alert,,FALSE,BETUN-BETUN-WIRELESS-NETWORK,BETHEL UNIVERSITY,CRITICAL,1 - High,INC06055489,1 - Critical,2 - Medium,Alert0526426,SO-NOC-Network,Alert,TOP/Customer/BETHEL UNIVERSITY,(empty),1,ASSET-031,7/15/24 15:58,BETUN-BETUN-Wireless-Network: Meraki Acc...,KB0023837 v3.0,,,Not Yet Requested,,(empty),Sunil Lokeshwara: TEK,,On Time
INC06123244,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-PAMONROEVR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0522351,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-033,7/13/24 9:19,GFS-PAMONROEVR1: Interface 'Tu20 - CHIDC...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06122304,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHWESHILLR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0520701,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-034,07/12/24 20:39,GFS-OHWESHILLR1: Interface 'Tu21' is dow...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,0 Seconds,On Time
INC06126466,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR01,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0527527,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-034,7/15/24 23:32,HILLR-SAR-ENGM1-WR01: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05997609,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACLU-ACLU-NY-NTNX,AMERICAN CIVIL LIBERTIES UNION,CRITICAL,2 - Medium,INC05846620,1 - Critical,2 - Medium,(empty),SO-NOC-Virt,Alert,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,(empty),1,ASSET-036,4/13/24 13:06,Critical Alert [Alert0302336] created ...,KB0020298 v5.0,,,Not Yet Requested,,(empty),Jagadeesh Vurivi: TEK,,On Time
INC06103636,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF11,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0491149,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-036,6/28/24 11:08,Grouped Alerts: CLALL-dc1-leaf11: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114586,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INLAFAYETR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509671,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-036,07/08/24 14:11,GFS-INLAFAYETR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC04798337,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ENDOP-ENDOP-S-BMN01,"ENDO PHARMACEUTICALS, INC.",Critical,,INC04798336,1 - Critical,2 - Medium,(empty),(empty),Phone,"TOP/Customer/ENDO PHARMACEUTICALS, INC.",(empty),1,ASSET-037,02/05/22 0:21,Net-SNMP: CPU has exceeded threshold: (9...,KB0022210 v1.0,,Net-SNMP: CPU has exceeded threshold,Not Yet Requested,,(empty),(empty),0 Seconds,On Time
INC06127430,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INBHARBDRR1,GORDON FOOD SERVICE INC,CRITICAL,2 - Medium,(empty),1 - Critical,2 - Medium,Alert0528980,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),1,ASSET-037,7/16/24 11:40,GFS-INBHARBDRR1: Device Failed Availabil...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Sagarika Dash: TEK,,On Time
INC06018035,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-MTA-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06000385,1 - Critical,2 - Medium,Alert0341047,SO-NOC-Network,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-038,4/30/24 6:14,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Sutra Ginder: CDW,,On Time
INC06106525,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0495893,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-038,07/01/24 14:57,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),20 Minutes,Overdue
INC06093829,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF08,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0474994,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-039,6/21/24 17:18,Grouped Alerts: CLALL-dc1-leaf08: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC05703397,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,Critical,3 - Low,INC05376280,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/CDW EXPERIENCE CENTER,CDWEC-Chaska,3,ASSET-040,9/20/23 8:55,mspc-core01-labnet: Interface 'Ethernet1...,KB0013545 v4.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),,On Time
INC06085753,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0459903,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-040,6/16/24 13:37,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06103956,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF11,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0491656,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-040,6/28/24 17:23,Grouped Alerts: CLALL-dc1-leaf11: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06114520,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILCHAMPAIR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509596,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-040,07/08/24 14:09,GFS-ILCHAMPAIR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06076355,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0446106,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-042,06/10/24 12:33,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06076746,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0446799,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-042,06/10/24 21:11,KOMAT-globalkomatsu-orch-use1: ec-au-hvs...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114488,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INCLARKSVR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509563,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-042,07/08/24 14:09,GFS-INCLARKSVR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06113308,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,Alert0507797,SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-043,07/08/24 0:06,FRESK-FRESK-Grand-Island: Meraki Switch(...,KB0023877 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,,Overdue
INC06127281,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MICANTONR1,GORDON FOOD SERVICE INC,CRITICAL,2 - Medium,INC06126897,1 - Critical,2 - Medium,Alert0528694,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),1,ASSET-044,7/16/24 10:15,GFS-MICANTONR1: Device Failed Availabili...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Vuruvakili Vaishnavi: TEK,,On Time
INC06093899,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF08,CLIFTONLARSONALLEN LLP,CRITICAL,,INC06068996,1 - Critical,2 - Medium,Alert0475108,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-045,6/21/24 18:29,Grouped Alerts: CLALL-dc1-leaf08: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC05980807,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0267775,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-046,3/31/24 19:47,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,0 Seconds,On Time
INC06087876,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,Alert0463172,SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-046,6/18/24 7:55,FRESK-FRESK-Grand-Island: Meraki Switch ...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,59 Minutes,Overdue
INC06114452,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-FLBRANDONR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509535,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-046,07/08/24 14:05,GFS-FLBRANDONR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114560,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILCHIORLAR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509639,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-046,07/08/24 14:11,GFS-ILCHIORLAR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06116296,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0512041,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-047,07/09/24 17:02,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06066879,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-ZBO-CPT-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0432912,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-048,06/04/24 8:40,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114598,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MICANTONR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509693,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-048,07/08/24 14:11,GFS-MICANTONR1: Interface 'Tu30 - SVDCWN...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06122146,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0520485,SO-NOC-Level 1,Email,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-048,07/12/24 18:38,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC05917044,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HCS-HCS-SBC-HCSCORE-DAL-1,CDW CLOUD COLLABORATION,CRITICAL,1 - High,INC05917045,1 - Critical,2 - Medium,(empty),CDW ENG HCS Infrastructure,Alert,TOP/Customer - No offshore access/CDW CL...,(empty),1,ASSET-050,2/14/24 3:34,[HCS-SBC-HCSCORE-DAL-1]: SBC Session Age...,KB0035843 v33.0,,,Not Yet Requested,,(empty),Cody Granflaten: CDW,,On Time
INC06009064,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HAPP-ZHUHAI,HAPP CONTROLS INC,CRITICAL,1 - High,INC06009065,1 - Critical,2 - Medium,Alert0324700,SO-NOC-Network,Alert,TOP/Customer/HAPP CONTROLS INC,(empty),1,ASSET-050,4/22/24 20:19,HAPP-Zhuhai: Device Failed Availability ...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Mohammed  Raza: TEK,,Overdue
INC06061892,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0426892,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-050,06/01/24 15:52,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06094206,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF10,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0475623,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-051,6/21/24 22:33,Grouped Alerts: CLALL-dc1-leaf10: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06126216,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CORMC-CMCESXI04,Corsicana Mattress,CRITICAL,1 - High,INC06124043,1 - Critical,2 - Medium,Alert0527029,SO-NOC-Virt,Alert,TOP/Customer/CORSICANA MATTRESS,(empty),1,ASSET-051,7/15/24 19:09,CORMC-CMCESXI04: Nutanix Host Alert [Cri...,KB0020298 v5.0,,,Not Yet Requested,,(empty),Venkat Dasari: TEK,,On Time
INC06086619,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SHA-ADMM1-WR01,HILL-ROM COMPANY,CRITICAL,1 - High,INC06083388,1 - Critical,2 - Medium,Alert0461259,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-052,6/17/24 10:52,HILLR-SHA-ADMM1-WR01: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),2 Days 5 Hours 7 Minutes,On Time
INC05999974,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACLU-ACLU-NY-NTNX,AMERICAN CIVIL LIBERTIES UNION,CRITICAL,2 - Medium,INC05846620,1 - Critical,2 - Medium,(empty),SO-NOC-Virt,Alert,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,(empty),1,ASSET-053,4/16/24 0:23,Grouped Alerts: ACLU-ACLU-NY-NTNX: Nutan...,KB0020298 v5.0,,,Not Yet Requested,,(empty),Jagadeesh Vurivi: TEK,,On Time
INC06034069,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0374583,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-053,5/13/24 4:57,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06053760,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0413091,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-053,5/26/24 18:42,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06103722,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF11,CLIFTONLARSONALLEN LLP,CRITICAL,1 - High,INC06068996,1 - Critical,2 - Medium,Alert0491377,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-053,6/28/24 12:28,Grouped Alerts: CLALL-dc1-leaf11: Cisco ...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC05765404,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,Critical,3 - Low,INC05376280,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/CDW EXPERIENCE CENTER,CDWEC-Chaska,3,ASSET-054,10/28/23 12:01,mspc-core01-labnet: Interface 'Ethernet1...,KB0013545 v4.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),,On Time
INC06047546,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-NDC-FS-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0401202,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-054,5/22/24 0:25,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06107339,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACBOE-ACBOE-ANNISTON-MIDDLE-SCHOOL,ANNISTON CITY BOARD OF EDUCATION,CRITICAL,2 - Medium,(empty),1 - Critical,2 - Medium,Alert0497329,SO-NOC-Network,Alert,TOP/Customer/ANNISTON CITY BOARD OF EDUC...,(empty),1,ASSET-055,07/02/24 9:00,ACBOE-ACBOE-Anniston-Middle-School: Mera...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Satyajit Mohanty: TEK,,On Time
INC06123381,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HAPP-HONGKONG,HAPP CONTROLS INC,CRITICAL,1 - High,INC06123217,1 - Critical,2 - Medium,Alert0522557,SO-NOC-Level 1,Alert,TOP/Customer/HAPP CONTROLS INC,(empty),1,ASSET-055,7/13/24 14:50,Grouped Alerts: HAPP-HongKong: Device Fa...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06123214,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HAPP-SUZO-HAPP-551X-FP1,HAPP CONTROLS INC,CRITICAL,,INC06123217,1 - Critical,2 - Medium,Alert0522295,SO-NOC-Level 1,Alert,TOP/Customer/HAPP CONTROLS INC,(empty),1,ASSET-056,7/13/24 8:25,Grouped Alerts: HAPP-Suzo-Happ-551x-FP1:...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06114554,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-OHTOLOREGR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509636,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-057,07/08/24 14:11,GFS-OHTOLOREGR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC05908159,TRUE,UNKNOWN,Monitoring Alert,,FALSE,AFS-EXTSSO1,COMPEER FINANCIAL,CRITICAL,1 - High,INC05908160,1 - Critical,2 - Medium,Alert0150278,SO-NOC-Level 1,Alert,TOP/Customer/COMPEER FINANCIAL,(empty),1,ASSET-059,02/06/24 17:30,AFS-extsso1: Device Failed Availability ...,KB0032848 v4.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC05937244,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,CRITICAL,1 - High,INC05376280,1 - Critical,2 - Medium,Alert0200393,SO-NOC-Level 1,Alert,TOP/Customer/CDW EXPERIENCE CENTER,(empty),3,ASSET-059,03/01/24 8:18,CDWEC-mspc-core01-labnet: Interface 'Eth...,KB0013545 v9.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06091329,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-ZBO-CPT-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0470629,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-059,6/20/24 9:25,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06091175,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACLU-ACLU-NY-NTNX,AMERICAN CIVIL LIBERTIES UNION,CRITICAL,3 - Low,INC05846620,1 - Critical,2 - Medium,Alert0470388,SO-NOC-Virt,Alert,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,(empty),1,ASSET-060,6/20/24 6:45,Grouped Alerts: ACLU-ACLU-NY-NTNX: Nutan...,KB0020298 v5.0,,,Not Yet Requested,,(empty),Jagadeesh Vurivi: TEK,,On Time
INC04737297,TRUE,UNKNOWN,Monitoring Alert,Network.Switches,FALSE,ACLU-ACLU-DH-CR01,AMERICAN CIVIL LIBERTIES UNION,Critical,3 - Low,INC04737315,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,ScienceLogic,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,ACLU-201 W Main Street-Durham-NC-USA,3,ASSET-061,12/21/21 17:03,ACLU-DH-CR01.aclu.org: Interface 'Tw1/0/...,KB0013545 v6.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),(empty),13 Days 13 Hours 56 Minutes,On Time
INC05975839,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,(empty),SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-061,3/27/24 5:39,FRESK-FRESK-Grand-Island: Meraki Switch ...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,37 Seconds,On Time
INC06123373,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0522544,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-061,7/13/24 14:43,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06048313,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0402447,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-063,5/22/24 11:57,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06114568,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILBRADLEYR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509653,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-063,07/08/24 14:11,GFS-ILBRADLEYR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC05142014,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HCS-HCS-SBC-HCSCORE-DAL-1,CDW CLOUD COLLABORATION,,,INC05142012,1 - Critical,2 - Medium,(empty),SO-NOC-Level 1,Prognosis,TOP/Customer - No offshore access/CDW CL...,(empty),1,ASSET-065,8/26/22 20:34,[HCS-SBC-HCSCORE-DAL-1]: SBC Session Age...,KB0035843 v32.0,,,Not Yet Requested,,(empty),Kendall Melendy: CDW,,On Time
